row_id,order_priority,discount,unit_price,shipping_cost,customer_id,customer_name,customer_segment,product_category,product_sub_category,product_container,product_name,product_base_margin,region,district,order_date,ship_date,profit,quantity,sales,order_id,product_name_original,data_quality_flags
24062,Not Specified,0.08,5.0,3.39,18,Laurie Hanna,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,West,Jelebu,2013-05-21,2013-05-22,-17.49,13,65.69,90038,ADVANTUS PLASTIC PAPER CLIPS,
20578,Low,0.02,110.98,30.0,18,Laurie Hanna,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair With White Frame,0.71,West,Jelebu,2013-02-10,2013-04-10,126.31,22,2575.93,90039,OFFICE STAR FLEX BACK SCOOTER CHAIR WITH WHITE FRAME,
20579,Low,0.01,12.53,0.5,18,Laurie Hanna,Small Business,Office Supplies,Labels,Small Box,Avery 485,0.38,West,Jelebu,2013-02-10,2013-04-10,152.7867,17,221.43,90039,AVERY 485,
24063,Not Specified,0.07,12.99,9.44,19,Jim Rodgers,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,West,Jelebu,2010-05-21,2010-05-23,-114.6399,18,231.79,90032,HEWLETT PACKARD 6S SCIENTIFIC CALCULATOR,
25082,Not Specified,0.06,64.65,35.0,20,Marion Nolan,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,Central,Kampar,2012-05-31,2012-02-06,-929.68,13,802.21,90036,SPACE SOLUTIONS COMMERCIAL STEEL SHELVING,ship_before_order;
25083,Not Specified,0.0,15.23,27.75,20,Marion Nolan,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,Central,Kampar,2012-05-31,2012-01-06,-53.784,1,24.48,90036,ANDERSON HICKEY CONGA TABLE TOPS & ACCESSORIES,ship_before_order;
25711,Medium,0.0,30.98,17.08,20,Marion Nolan,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,Central,Kampar,2013-07-03,2013-08-03,-41.82,1,49.61,90037,XEROX 197,
5890,High,0.05,26.48,6.93,21,Tony Wilkins,Small Business,Furniture,Office Furnishings,Small Box,Dax Natural Wood-Tone Poster Frame,0.49,East,Kampar,2010-05-15,2010-05-16,384.38,70,1876.69,41793,DAX NATURAL WOOD-TONE POSTER FRAME,
6062,Not Specified,0.08,5.0,3.39,21,Tony Wilkins,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,East,Kampar,2010-05-21,2010-05-22,-17.49,58,293.06,42949,ADVANTUS PLASTIC PAPER CLIPS,
6063,Not Specified,0.07,12.99,9.44,21,Tony Wilkins,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,East,Kampar,2010-05-21,2010-05-23,-114.6399,71,914.29,42949,HEWLETT PACKARD 6S SCIENTIFIC CALCULATOR,
7711,Medium,0.0,30.98,17.08,21,Tony Wilkins,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,East,Kampar,2011-07-03,2011-08-03,-41.82,1,49.61,55269,XEROX 197,
1359,Low,0.05,5.85,2.27,21,Tony Wilkins,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,East,Kampar,2011-04-20,2011-04-24,-6.82,9,54.79,9895,"DIXON MY FIRST TICONDEROGA PENCIL, #2",
2459,Critical,0.05,7.77,9.23,21,Tony Wilkins,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,East,Kampar,2012-06-04,2012-08-04,-96.33,18,156.38,17860,HOOVER COMMERCIAL SOFT GUARD UPRIGHT VACUUM AND DISPOSABLE FILTRATION BAGS,
3763,Critical,0.08,42.98,4.62,21,Tony Wilkins,Small Business,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,East,Kampar,2012-05-15,2012-05-16,461.65,60,2585.97,26887,BELKIN F9M820V08 8 OUTLET SURGE,
3764,Critical,0.07,8.04,8.94,21,Tony Wilkins,Small Business,Office Supplies,Binders And Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",0.4,East,Kampar,2012-05-15,2012-05-15,-117.1045,36,303.4,26887,"FELLOWES TWISTER KIT, GRAY/CLEAR, 3/PKG",
7082,Not Specified,0.06,64.65,35.0,21,Tony Wilkins,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,East,Kampar,2012-05-31,2012-02-06,-929.68,50,3085.41,50533,SPACE SOLUTIONS COMMERCIAL STEEL SHELVING,ship_before_order;
7083,Not Specified,0.0,15.23,27.75,21,Tony Wilkins,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,East,Kampar,2012-05-31,2012-01-06,-53.784,5,122.4,50533,ANDERSON HICKEY CONGA TABLE TOPS & ACCESSORIES,ship_before_order;
2578,Low,0.02,110.98,30.0,21,Tony Wilkins,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair With White Frame,0.71,East,Kerian,2013-02-10,2013-04-10,126.31,88,10303.73,18596,OFFICE STAR FLEX BACK SCOOTER CHAIR WITH WHITE FRAME,
2579,Low,0.01,12.53,0.5,21,Tony Wilkins,Small Business,Office Supplies,Labels,Small Box,Avery 485,0.38,East,Kerian,2013-02-10,2013-04-10,223.38,67,872.68,18596,AVERY 485,
19249,High,0.05,14.34,5.0,23,Lynn Moss,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,West,Kerian,2011-11-11,2011-12-11,284.526,36,519.23,87655,NU-DELL LEATHERETTE FRAMES,
19250,High,0.0,30.98,8.74,23,Lynn Moss,Corporate,Office Supplies,Paper,Small Box,Xerox 1979,0.4,West,Kerian,2011-11-11,2011-12-11,859.2639,37,1245.31,87655,XEROX 1979,
18350,Not Specified,0.07,22.84,5.47,23,Lynn Moss,Corporate,Office Supplies,Paper,Small Box,Xerox 1929,0.39,West,Kerian,2012-10-09,2012-09-13,83.24,7,165.11,87660,XEROX 1929,ship_before_order;
18478,Low,0.1,146.05,80.2,23,Lynn Moss,Corporate,Furniture,Tables,Jumbo Box,Bpi Conference Tables,0.71,West,Kerian,2013-11-18,2013-11-25,353.77216,11,1591.71,87669,BPI CONFERENCE TABLES,
20631,High,0.06,55.48,14.3,24,Edna Thomas,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,Kerian,2010-01-28,2010-01-29,-28.2968,1,67.49,87651,XEROX 194,
20632,High,0.02,1.68,1.57,24,Edna Thomas,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,West,Kerian,2010-01-28,2010-01-30,-5.3072,1,2.25,87651,NEWELL 323,
20309,Not Specified,0.07,205.99,2.5,24,Edna Thomas,Corporate,Technology,Telephones And Communication,Small Box,V70,0.59,West,Kerian,2012-02-03,2012-04-03,1489.8411,13,2159.19,87656,V70,
20625,High,0.06,21.38,8.99,24,Edna Thomas,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 Standup Electric Pencil Sharpener,0.59,West,Klang,2012-12-19,2012-12-20,-23.415,5,105.99,87662,BOSTON 1730 STANDUP ELECTRIC PENCIL SHARPENER,
21196,Critical,0.07,11.7,6.96,24,Edna Thomas,Corporate,Office Supplies,Appliances,Medium Box,Harmony Hepa Quiet Air Purifiers,0.5,West,Klang,2013-01-13,2013-01-14,-88.102,8,89.77,87663,HARMONY HEPA QUIET AIR PURIFIERS,
21253,High,0.02,5.98,3.85,25,Virginia Hardison,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Ibm-Formatted Diskettes, 10/Pack",0.68,West,Kluang,2012-04-18,2012-04-20,-27.13,1,7.12,87657,"IMATION 3.5"" IBM-FORMATTED DISKETTES, 10/PACK",
21254,High,0.05,5.98,5.2,25,Virginia Hardison,Corporate,Office Supplies,Paper,Small Box,Xerox 1992,0.36,West,Kluang,2012-04-18,2012-04-20,-10.58,1,7.81,87657,XEROX 1992,
21251,Critical,0.06,25.98,5.37,25,Virginia Hardison,Corporate,Office Supplies,Appliances,Medium Box,3M Office Air Cleaner,0.5,West,Kluang,2013-02-07,2013-04-07,86.51776,7,174.54,87666,3M OFFICE AIR CLEANER,
21252,Critical,0.05,155.06,7.07,25,Virginia Hardison,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,West,Kluang,2013-02-07,2013-04-07,1268.4891,12,1838.39,87666,"DUAL LEVEL, SINGLE-WIDTH FILING CARTS",
22410,Medium,0.08,59.98,3.99,26,Marguerite Kane,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector,0.57,West,Kluang,2012-06-27,2012-06-29,420.984,11,619.14,87658,BELKIN 8 OUTLET SURGEMASTER II GOLD SURGE PROTECTOR,
22737,Not Specified,0.0,2.89,0.5,26,Marguerite Kane,Corporate,Office Supplies,Labels,Small Box,Avery 498,0.38,West,Kluang,2013-02-09,2013-03-09,19.4097,7,28.13,87667,AVERY 498,
21292,High,0.09,3.69,0.5,26,Marguerite Kane,Corporate,Office Supplies,Labels,Small Box,Avery 52,0.38,West,Kluang,2013-11-12,2013-12-12,37.3704,15,54.16,87670,AVERY 52,
21293,High,0.06,65.99,8.99,26,Marguerite Kane,Corporate,Technology,Telephones And Communication,Small Box,V 3600 Series,0.58,West,Kluang,2013-11-12,2013-12-12,-85.606752,3,170.67,87670,V 3600 SERIES,
23967,Not Specified,0.04,4.14,6.6,27,Guy Gallagher,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,0.49,West,Kota Bharu,2010-02-11,2010-04-11,8.894,12,54.78,87652,ELDON IMAGE SERIES BLACK DESK ACCESSORIES,
23535,Low,0.1,35.44,19.99,27,Guy Gallagher,Corporate,Office Supplies,Paper,Small Box,Xerox 1880,0.38,West,Kota Bharu,2012-12-07,2012-07-14,-47.01,4,142.51,87659,XEROX 1880,ship_before_order;
23536,Low,0.06,55.48,14.3,27,Guy Gallagher,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,Kota Kinabalu,2012-12-07,2012-07-17,346.7043,9,502.47,87659,XEROX 194,ship_before_order;
23505,Critical,0.0,8.09,7.96,27,Guy Gallagher,Corporate,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,West,Kota Kinabalu,2012-10-26,2012-10-26,-171.2664,23,204.57,87661,"6"" CUBICLE WALL CLOCK, BLACK",
23506,Critical,0.06,14.2,5.3,27,Guy Gallagher,Corporate,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,West,Kota Samarahan,2012-10-26,2012-10-28,33.4144,11,161.11,87661,COLOREDGE POSTER FRAME,
23968,Not Specified,0.01,65.99,8.99,27,Guy Gallagher,Corporate,Technology,Telephones And Communication,Small Box,Sc-3160,0.59,West,Kota Tinggi,2013-02-11,2013-04-11,847.943712,29,1730.04,87668,SC-3160,
24987,High,0.06,2.88,0.7,28,Ronnie Mcnamara,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 346,0.56,West,Kota Tinggi,2011-01-22,2011-01-23,-2.2072,1,3.41,87653,NEWELL 346,
24074,Critical,0.07,225.04,11.79,28,Ronnie Mcnamara,Corporate,Office Supplies,Appliances,Medium Box,Holmes Harmony Hepa Air Purifier For 17 X 20 Room,0.42,West,Kota Tinggi,2013-04-14,2013-04-16,28.81,1,226.03,87665,HOLMES HARMONY HEPA AIR PURIFIER FOR 17 X 20 ROOM,
25324,Not Specified,0.08,65.99,3.9,29,Elizabeth Walker,Corporate,Technology,Telephones And Communication,Small Box,Startac Series,0.55,West,Kota Tinggi,2011-01-30,2011-01-02,-120.52304,3,164.1,87654,STARTAC SERIES,ship_before_order;
25323,Not Specified,0.08,3.08,0.99,29,Elizabeth Walker,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,West,Kota Tinggi,2013-01-30,2013-01-31,-1.6864,1,3.85,87664,AVERY 481,
18877,High,0.01,6.48,6.65,31,Alice Capps,Corporate,Office Supplies,Paper,Small Box,Xerox 1966,0.36,West,Kota Tinggi,2012-11-08,2012-08-13,-43.3316,15,99.56,89206,XEROX 1966,ship_before_order;
23509,High,0.08,34.99,7.73,32,Matthew Berman,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount Ks Pencil Sharpener,0.59,West,Kota Tinggi,2010-02-22,2010-02-23,144.69,13,424.68,89199,HUNT BOSTON® VACUUM MOUNT KS PENCIL SHARPENER,
23612,High,0.01,17.98,8.51,32,Matthew Berman,Corporate,Technology,Office Machines,Medium Box,Canon P1-Dhiii Palm Printing Calculator,0.4,West,Kota Tinggi,2010-03-27,2010-03-28,-35.8788,2,40.17,89200,CANON P1-DHIII PALM PRINTING CALCULATOR,
23278,Medium,0.09,125.99,7.69,32,Matthew Berman,Corporate,Technology,Telephones And Communication,Small Box,Startac 3000,0.59,West,Kuala Kangsar,2010-07-20,2010-07-22,209.997,8,783.55,89202,STARTAC 3000,
19355,Low,0.06,205.99,8.99,32,Matthew Berman,Corporate,Technology,Telephones And Communication,Small Box,Timeportp7382,0.56,West,Kuala Kangsar,2010-12-09,2010-09-19,2568.096,22,3838.14,89203,TIMEPORTP7382,ship_before_order;
21213,Critical,0.08,8.95,2.01,32,Matthew Berman,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.39,West,Kuala Kangsar,2011-06-10,2011-08-10,85.8636,15,133.07,89204,"RECYCLED DESK SAVER LINE ""WHILE YOU WERE OUT"" BOOK, 5 1/2"" X 4""",
22221,High,0.06,449.99,49.0,32,Matthew Berman,Corporate,Technology,Copiers And Fax,Jumbo Drum,Canon Pc940 Copier,0.38,West,Kuala Langat,2013-12-06,2013-06-14,345.0,5,2157.25,89207,CANON PC940 COPIER,ship_before_order;
23654,Not Specified,0.03,4.24,5.41,33,Ricky Hensley,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,Storex Duratech Recycled Plastic Frosted Binders,0.35,West,Kuala Langat,2010-06-15,2010-06-17,-84.4376,13,58.68,89201,STOREX DURATECH RECYCLED PLASTIC FROSTED BINDERS,
23655,Not Specified,0.04,2.94,0.7,33,Ricky Hensley,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,0.58,West,Kuala Langat,2010-06-15,2010-06-16,24.312,18,53.1,89201,NEWELL 338,
25327,Medium,0.05,4.82,5.24,33,Ricky Hensley,Corporate,Office Supplies,Binders And Binder Accessories,Small Box,Wilson Jones Turn Tabs Binder Tool For Ring Binders,0.39,West,Kuala Langat,2012-01-26,2012-01-27,-75.12168,5,24.27,89205,WILSON JONES TURN TABS BINDER TOOL FOR RING BINDERS,
24531,Critical,0.05,70.98,30.0,33,Ricky Hensley,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex High-Tech Fabric Mesh Task Chair,0.78,West,Kuala Langat,2013-08-16,2013-08-18,-162.15032,9,640.97,89208,NOVIMEX HIGH-TECH FABRIC MESH TASK CHAIR,
24532,Critical,0.05,4.98,4.7,33,Ricky Hensley,Corporate,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. And 84 Bright),0.38,West,Kuala Langat,2013-08-16,2013-08-18,-14.99264,9,46.63,89208,STAPLES COPY PAPER (20LB. AND 84 BRIGHT),
25223,Not Specified,0.0,6783.02,24.49,35,Milton Bland,Small Business,Technology,Office Machines,Large Box,Polycom Viewstation Isdn Videoconferencing Unit,0.39,West,Kuala Langat,2012-11-27,2012-11-28,2396.87958,3,21366.51,91256,POLYCOM VIEWSTATION ISDN VIDEOCONFERENCING UNIT,
21026,Low,0.07,65.99,3.99,35,Milton Bland,Small Business,Technology,Telephones And Communication,Small Box,Startac 7760,0.59,West,Kuala Langat,2013-05-28,2013-02-06,165.501,7,394.37,91257,STARTAC 7760,ship_before_order;
25224,Not Specified,0.02,9.27,4.39,36,Ray Morgan,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" X 5"" Forms Per Page, 600 Sets Per Book",0.38,West,Kuala Langat,2012-11-27,2012-11-29,71.434,29,272.98,91256,"WIREBOUND MESSAGE BOOKS, FOUR 2 3/4"" X 5"" FORMS PER PAGE, 600 SETS PER BOOK",
25225,Not Specified,0.03,6.68,6.15,36,Ray Morgan,Small Business,Office Supplies,Paper,Small Box,Xerox 1968,0.37,West,Kuala Langat,2012-11-27,2012-11-29,5.65,10,73.81,91256,XEROX 1968,
